symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,ret_pct
AAPL,2017-01-31,2017-02-01,2017-03-16,31.76,35.17,0.00262384550797649,0.10736775818639788,0.10736775818639788,0.08333333333333333,10.736775818639789
ADBE,2017-03-16,2017-03-17,2017-05-01,128.45,135.11,0.0006545655333996366,0.051848968470222134,0.051848968470222134,0.08407894276518331,5.184896847022213
CCI,2017-04-24,2017-04-25,2017-06-07,96.73,103.21,0.0008717164479741669,0.06699059237051586,0.06699059237051586,0.08432113201254117,6.699059237051586
BA,2017-04-26,2017-04-27,2017-06-09,182.59,190.03,0.0004608887854017981,0.04074702886247872,0.04074702886247894,0.08415368332651431,4.074702886247894
CLX,2017-05-03,2017-05-04,2017-06-16,131.56,139.5,0.0006406181367888869,0.060352690787473406,0.060352690787473406,0.08427972207594596,6.035269078747341
ANET,2017-05-04,2017-05-05,2017-06-19,8.68,9.79,0.009719091721270312,0.12788018433179715,0.12788018433179715,0.0843617161406263,12.788018433179715
CBOE,2017-05-09,2017-05-10,2017-06-22,85.38,88.57,0.0009935940272343955,0.037362379948465696,0.037362379948465696,0.08483305804527269,3.7362379948465696
DE,2017-05-19,2017-05-22,2017-07-05,122.08,125.6,0.0006948874392440655,0.028833551769331445,0.028833551769331667,0.08483185858291552,2.8833551769331667
COO,2017-06-01,2017-06-02,2017-07-17,56.91,62.99,0.0015128045686151504,0.1068353540678264,0.1068353540678264,0.0860937079998882,10.68353540678264
AVY,2017-07-25,2017-07-26,2017-09-07,91.45,92.67,0.0009596068663275142,0.013340623291416165,0.013340623291415943,0.08775604792565117,1.3340623291415943
CME,2017-08-01,2017-08-02,2017-09-14,123.28,132.12,0.0007131341882785837,0.07170668397144708,0.07170668397144708,0.08791518273098381,7.170668397144708
BR,2017-08-10,2017-08-11,2017-09-25,71.84,81.56,0.001222835628381339,0.1353006681514477,0.13530066815144748,0.0878485115429154,13.530066815144748
AMAT,2017-08-17,2017-08-18,2017-10-02,44.77,52.08,0.001976484108711144,0.16327898146079955,0.16327898146079933,0.08848719354699792,16.32789814607993
APO,2017-11-01,2017-11-02,2017-12-15,31.67,32.31,0.0028599133324167486,0.02020839911588257,0.02020839911588257,0.09057345523763843,2.020839911588257
AXON,2017-11-07,2017-11-08,2017-12-21,22.62,26.38,0.004001286789905351,0.16622458001768337,0.16622458001768337,0.09050910718765905,16.622458001768337
CF,2018-05-02,2018-05-03,2018-06-15,37.42,44.58,0.002458036356926893,0.1913415285943345,0.1913415285943343,0.09197972047620434,19.134152859433428
ADP,2018-08-01,2018-08-02,2018-09-14,131.49,147.46,0.0007106726658744954,0.12145410297361003,0.12145410297361026,0.0934463488358374,12.145410297361025
AIZ,2018-08-07,2018-08-08,2018-09-20,105.63,105.61,0.0008882567330500827,-0.00018934014957872058,-0.00018934014957860956,0.09382655871208023,-0.018934014957860956
CSX,2018-10-16,2018-10-17,2018-11-29,24.33,23.92,0.0038795994772208636,-0.016851623510069746,-0.016851623510069746,0.09439065528078361,-1.6851623510069746
CSGP,2018-10-23,2018-10-24,2018-12-07,37.45,36.69,0.002502661077984709,-0.020293724966622295,-0.020293724966622295,0.09372465737052736,-2.0293724966622295
AMD,2018-10-24,2018-10-25,2018-12-10,17.92,19.99,0.005207068283875675,0.11551339285714257,0.1155133928571428,0.09331066364705211,11.55133928571428
CRL,2018-11-07,2018-11-08,2018-12-24,136.36,105.09,0.0007031360044801537,-0.22931944851862718,-0.22931944851862718,0.09587962557091377,-22.931944851862717
AVGO,2018-12-06,2018-12-07,2019-01-23,23.41,25.75,0.0040684671266525835,0.09995728321230235,0.09995728321230257,0.09524281543493697,9.995728321230256
BLK,2019-10-15,2019-10-16,2019-11-27,445.0,494.21,0.00021114363047347744,0.11058426966292134,0.11058426966292134,0.09395891556069746,11.058426966292135
AMCR,2020-05-11,2020-05-12,2020-06-24,9.0,9.96,0.01053608671096268,0.10666666666666669,0.10666666666666691,0.09482478039866411,10.666666666666691
CAH,2020-05-11,2020-05-12,2020-06-24,53.46,52.01,0.0017737519715425385,-0.027123082678638277,-0.027123082678638277,0.09482478039866411,-2.7123082678638277
BG,2020-07-29,2020-07-30,2020-09-11,44.62,45.64,0.002139250089025394,0.022859704168534334,0.022859704168534556,0.09545333897231306,2.2859704168534556
DECK,2020-07-30,2020-07-31,2020-09-14,33.04,34.7,0.0028911278632023723,0.05024213075060535,0.05024213075060535,0.09552286460020638,5.024213075060535
CTVA,2020-08-05,2020-08-06,2020-09-18,26.88,28.99,0.0035722692955927195,0.07849702380952372,0.07849702380952372,0.0960225986655323,7.8497023809523725
