symbol,year,quarter,quarter_str,transcript_id,transcript_date,company_name,sector,industry,transcript_length,return_30d
A,2017,1,2017Q1,16649,2017-02-14,Agilent Technologies,Healthcare,Medical - Diagnostics & Research,55161,5.1465
AAPL,2017,1,2017Q1,17661,2017-01-31,Apple Inc.,Technology,Consumer Electronics,45442,15.9196
ABBV,2017,1,2017Q1,13527,2017-04-27,AbbVie,Healthcare,Drug Manufacturers - General,72980,7.1187
ABT,2017,1,2017Q1,22633,2017-04-19,Abbott Laboratories,Healthcare,Medical - Devices,52817,6.1478
ACGL,2017,1,2017Q1,11879,2017-04-26,Arch Capital Group,Financial Services,Insurance - Diversified,66119,-1.8029
ACN,2017,1,2017Q1,13747,2016-12-21,Accenture,Technology,Information Technology Services,52197,-7.9936
ADBE,2017,1,2017Q1,17049,2017-03-16,Adobe Inc.,Technology,Software - Infrastructure,44654,10.4291
ADI,2017,1,2017Q1,16685,2017-02-14,Analog Devices,Technology,Semiconductors,59763,5.1206
ADM,2017,1,2017Q1,22645,2017-05-02,Archer Daniels Midland,Consumer Defensive,Agricultural Farm Products,63870,-8.0472
ADP,2017,1,2017Q1,22259,2016-11-02,Automatic Data Processing,Industrials,Staffing & Employment Services,58767,13.6217
ADSK,2017,1,2017Q1,17322,2016-05-20,Autodesk,Technology,Software - Application,57422,-5.7484
AEE,2017,1,2017Q1,17309,2017-05-04,Ameren,Utilities,Regulated Electric,51825,5.236
AEP,2017,1,2017Q1,22657,2017-04-27,American Electric Power,Utilities,Regulated Electric,63291,6.1604
AES,2017,1,2017Q1,16806,2017-05-08,AES Corporation,Utilities,Diversified Utilities,41236,5.1237
AFL,2017,1,2017Q1,16758,2017-04-28,Aflac,Financial Services,Insurance - Life,52997,3.4106
AIG,2017,1,2017Q1,22295,2017-05-04,American International Group,Financial Services,Insurance - Diversified,53177,3.6562
AIZ,2017,1,2017Q1,14323,2017-05-03,Assurant,Financial Services,Insurance - Specialty,28657,5.482
AJG,2017,1,2017Q1,13005,2017-04-28,Arthur J. Gallagher & Co.,Financial Services,Insurance - Brokers,33095,2.3268
AKAM,2017,1,2017Q1,14311,2017-05-02,Akamai Technologies,Technology,Software - Infrastructure,64236,-21.296
ALB,2017,1,2017Q1,12957,2017-05-04,Albemarle Corporation,Basic Materials,Chemicals - Specialty,51149,0.4087
ALGN,2017,1,2017Q1,12742,2017-04-27,Align Technology,Healthcare,Medical - Devices,53669,19.4188
ALL,2017,1,2017Q1,17098,2017-05-03,Allstate,Financial Services,Insurance - Property & Casualty,60330,9.7275
AMAT,2017,1,2017Q1,17145,2017-02-15,Applied Materials,Technology,Semiconductors,56695,9.6083
AMD,2017,1,2017Q1,12790,2016-07-27,Advanced Micro Devices,Technology,Semiconductors,37717,-13.8686
AME,2017,1,2017Q1,13442,2017-05-02,Ametek,Industrials,Industrial - Machinery,50845,6.8588
AMGN,2017,1,2017Q1,17297,2017-04-26,Amgen,Healthcare,Drug Manufacturers - General,82687,-0.3341
AMP,2017,1,2017Q1,14515,2017-04-26,Ameriprise Financial,Financial Services,Asset Management,61981,-5.8221
AMT,2017,1,2017Q1,14251,2017-04-27,American Tower,Real Estate,REIT - Specialty,56774,6.0826
AMZN,2017,1,2017Q1,14491,2017-04-27,Amazon,Consumer Cyclical,Specialty Retail,50042,5.074
ANET,2017,1,2017Q1,12541,2017-05-04,Arista Networks,Technology,Computer Hardware,45840,11.758
AON,2017,1,2017Q1,17074,2017-05-09,Aon,Financial Services,Insurance - Brokers,55883,10.1702
AOS,2017,1,2017Q1,12682,2017-04-27,A. O. Smith,Industrials,Industrial - Machinery,38042,5.7957
APA,2017,1,2017Q1,17010,2017-05-04,APA Corporation,Energy,Oil & Gas Exploration & Production,60252,1.5164
APD,2017,1,2017Q1,17553,2017-01-27,Air Products,Basic Materials,Chemicals - Specialty,51338,-7.3853
APH,2017,1,2017Q1,14107,2017-04-26,Amphenol,Technology,"Hardware, Equipment & Parts",64848,5.5402
APO,2017,1,2017Q1,11609,2017-04-28,Apollo Global Management,Financial Services,Asset Management - Global,48782,0.6618
APTV,2017,1,2017Q1,13539,2017-05-03,Aptiv,Consumer Cyclical,Auto - Parts,57418,9.8727
ARE,2017,1,2017Q1,12802,2017-05-03,Alexandria Real Estate Equities,Real Estate,REIT - Office,49720,4.024
ATO,2017,1,2017Q1,12457,2017-02-08,Atmos Energy,Utilities,Regulated Gas,40964,5.5022
AVB,2017,1,2017Q1,14371,2017-04-27,AvalonBay Communities,Real Estate,REIT - Residential,53090,3.3443
AVGO,2017,1,2017Q1,13358,2017-03-01,Broadcom,Technology,Semiconductors,45082,-1.7666
AVY,2017,1,2017Q1,17430,2017-04-27,Avery Dennison,Industrials,Business Equipment & Supplies,41604,1.0697
AWK,2017,1,2017Q1,13101,2017-05-04,American Water Works,Utilities,Regulated Water,41826,6.3449
AXON,2017,1,2017Q1,11807,2017-05-14,Axon Enterprise,Industrials,Aerospace & Defense,43805,-2.1162
AXP,2017,1,2017Q1,22355,2017-04-19,American Express,Financial Services,Financial - Credit Services,46646,3.8915
AZO,2017,1,2017Q1,17062,2016-12-06,AutoZone,Consumer Cyclical,Specialty Retail,59256,-0.8243
BA,2017,1,2017Q1,22669,2017-04-26,Boeing,Industrials,Aerospace & Defense,71831,3.4984
BAC,2017,1,2017Q1,22367,2017-04-18,Bank of America,Financial Services,Banks - Diversified,69272,-1.7536
BALL,2017,1,2017Q1,17577,2017-05-04,Ball Corporation,Consumer Cyclical,Packaging & Containers,57590,8.0031
BAX,2017,1,2017Q1,22523,2017-04-26,Baxter International,Healthcare,Medical - Instruments & Supplies,55410,12.3097
BBY,2017,1,2017Q1,16734,2016-05-24,Best Buy,Consumer Cyclical,Specialty Retail,55332,-7.2727
BDX,2017,1,2017Q1,22535,2017-02-02,Becton Dickinson,Healthcare,Medical - Instruments & Supplies,46584,2.6937
BEN,2017,1,2017Q1,16890,2017-01-27,Franklin Resources,Financial Services,Asset Management,39046,4.415
BG,2017,1,2017Q1,11831,2017-05-03,Bunge Global,Consumer Defensive,Agricultural Farm Products,60867,2.3693
BIIB,2017,1,2017Q1,14649,2017-04-26,Biogen,Healthcare,Drug Manufacturers - General,52439,-10.3594
BK,2017,1,2017Q1,17133,2017-04-20,BNY Mellon,Financial Services,Asset Management,62285,1.3871
BKNG,2017,1,2017Q1,13938,2017-05-09,Booking Holdings,Consumer Cyclical,Travel Services,59247,-2.5221
BKR,2017,1,2017Q1,12730,2017-04-26,Baker Hughes,Energy,Oil & Gas Equipment & Services,52716,-8.3373
BLDR,2017,1,2017Q1,11730,2017-05-09,Builders FirstSource,Industrials,Construction,53495,-5.1613
BLK,2017,1,2017Q1,13794,2017-04-19,BlackRock,Financial Services,Asset Management,50282,7.7605
BMY,2017,1,2017Q1,22681,2017-04-27,Bristol Myers Squibb,Healthcare,Drug Manufacturers - General,57249,-0.0372
BR,2017,1,2017Q1,12579,2016-11-09,Broadridge Financial Solutions,Technology,Information Technology Services,49739,-0.137
BRO,2017,1,2017Q1,12044,2017-04-18,Brown & Brown,Financial Services,Insurance - Brokers,37154,3.5765
BSX,2017,1,2017Q1,17169,2017-04-27,Boston Scientific,Healthcare,Medical - Devices,57689,7.1236
BX,2017,1,2017Q1,11782,2017-04-20,Blackstone Inc.,Financial Services,Asset Management,62302,12.0758
BXP,2017,1,2017Q1,14442,2017-04-26,"BXP, Inc.",Real Estate,REIT - Office,69191,-8.487
C,2017,1,2017Q1,17394,2017-04-13,Citigroup,Financial Services,Banks - Diversified,59866,6.0844
CAG,2017,1,2017Q1,17649,2016-09-29,Conagra Brands,Consumer Defensive,Packaged Foods,51638,2.7561
CAH,2017,1,2017Q1,17037,2016-10-31,Cardinal Health,Healthcare,Medical - Distribution,64422,9.2593
CAT,2017,1,2017Q1,22693,2017-04-26,Caterpillar Inc.,Industrials,Agricultural - Machinery,54883,0.565
CB,2017,1,2017Q1,13866,2017-04-28,Chubb Limited,Financial Services,Insurance - Property & Casualty,46384,5.2449
CBOE,2017,1,2017Q1,12862,2017-05-13,Cboe Global Markets,Financial Services,Financial - Data & Stock Exchanges,57410,7.0655
CBRE,2017,1,2017Q1,14395,2017-04-27,CBRE Group,Real Estate,Real Estate - Services,45385,1.1288
CCI,2017,1,2017Q1,13685,2017-04-26,Crown Castle,Real Estate,REIT - Specialty,82174,7.33
CCL,2017,1,2017Q1,16782,2017-03-28,Carnival,Consumer Cyclical,Leisure,53011,5.5546
CDNS,2017,1,2017Q1,12646,2017-04-25,Cadence Design Systems,Technology,Software - Application,42978,10.9928
CDW,2017,1,2017Q1,12363,2017-05-03,CDW,Technology,Information Technology Services,57532,5.1152
CF,2017,1,2017Q1,14155,2017-05-04,CF Industries,Basic Materials,Agricultural Inputs,59488,8.1145
CFG,2017,1,2017Q1,13125,2017-04-20,Citizens Financial Group,Financial Services,Banks - Regional,44134,-0.263
CHD,2017,1,2017Q1,13161,2017-05-04,Church & Dwight,Consumer Defensive,Household & Personal Products,45790,9.1282
CHRW,2017,1,2017Q1,14347,2017-04-26,C.H. Robinson,Industrials,Integrated Freight & Logistics,57964,-13.8095
CHTR,2017,1,2017Q1,12933,2017-05-02,Charter Communications,Communication Services,Telecommunications Services,52248,-1.6883
CI,2017,1,2017Q1,22379,2017-05-05,Cigna,Healthcare,Medical - Healthcare Plans,66445,8.6327
CINF,2017,1,2017Q1,16926,2017-04-27,Cincinnati Financial,Financial Services,Insurance - Property & Casualty,30945,-0.1391
CME,2017,1,2017Q1,14419,2017-04-27,CME Group,Financial Services,Financial - Data & Stock Exchanges,56559,3.6238
CMG,2017,1,2017Q1,13782,2017-04-26,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,52208,-4.5549
CMI,2017,1,2017Q1,22596,2017-05-02,Cummins,Industrials,Industrial - Machinery,55696,5.3922
CMS,2017,1,2017Q1,22717,2017-05-01,CMS Energy,Utilities,Regulated Electric,50465,4.1189
CNP,2017,1,2017Q1,17529,2017-05-06,CenterPoint Energy,Utilities,Regulated Electric,28891,1.2834
COO,2017,1,2017Q1,12921,2017-03-02,Cooper Companies (The),Healthcare,Medical - Instruments & Supplies,41386,-2.2669
COR,2017,1,2017Q1,14902,2017-04-27,Cencora,Healthcare,Medical - Distribution,56897,13.3538
COST,2017,1,2017Q1,17269,2016-12-08,Costco,Consumer Defensive,Discount Stores,72549,4.1564
CPAY,2017,1,2017Q1,12566,2017-05-01,Corpay,Technology,Software - Infrastructure,53631,-1.0933
CPRT,2017,1,2017Q1,12554,2016-11-22,Copart,Consumer Cyclical,Auto - Dealerships,34142,0.8535
CPT,2017,1,2017Q1,11983,2017-05-05,Camden Property Trust,Real Estate,REIT - Residential,58510,8.893
CRM,2017,1,2017Q1,14131,2016-05-18,Salesforce,Technology,Software - Application,53638,2.517
CSGP,2017,1,2017Q1,11922,2017-04-29,CoStar Group,Real Estate,Real Estate - Services,50270,3.7775
CTAS,2017,1,2017Q1,16552,2016-09-27,Cintas,Industrials,Specialty Business Services,39331,-6.6784
CTRA,2017,1,2017Q1,14203,2017-04-28,Coterra,Energy,Oil & Gas Exploration & Production,43152,-5.5556
CVS,2017,1,2017Q1,22765,2017-05-02,CVS Health,Healthcare,Medical - Healthcare Plans,69000,-1.4153
CVX,2017,1,2017Q1,22777,2017-04-28,Chevron Corporation,Energy,Oil & Gas Integrated,56934,2.4367
DAL,2017,1,2017Q1,13466,2017-04-12,Delta Air Lines,Industrials,"Airlines, Airports & Air Services",54783,11.2828
DE,2017,1,2017Q1,22789,2017-02-17,Deere & Company,Industrials,Agricultural - Machinery,55245,-0.3572
DGX,2017,1,2017Q1,14721,2017-04-20,Quest Diagnostics,Healthcare,Medical - Diagnostics & Research,54480,12.0579
DHI,2017,1,2017Q1,14564,2017-01-24,D. R. Horton,Consumer Cyclical,Residential Construction,54334,15.8664
DHR,2017,1,2017Q1,16794,2017-04-20,Danaher Corporation,Healthcare,Medical - Diagnostics & Research,50149,0.4699
DIS,2017,1,2017Q1,22391,2017-02-07,Walt Disney Company (The),Communication Services,Entertainment,47221,2.9725
DLR,2017,1,2017Q1,13029,2017-04-28,Digital Realty,Real Estate,REIT - Office,57571,0.4528
DLTR,2017,1,2017Q1,13698,2016-05-26,Dollar Tree,Consumer Defensive,Discount Stores,51892,21.0694
DOC,2017,1,2017Q1,14227,2017-05-03,Healthpeak Properties,Real Estate,REIT - Healthcare Facilities,76321,2.9111
DOV,2017,1,2017Q1,17504,2017-04-20,Dover Corporation,Industrials,Industrial - Machinery,46955,4.9086
DPZ,2017,1,2017Q1,12231,2017-04-27,Domino's,Consumer Cyclical,Restaurants,56009,13.9423
DRI,2017,1,2017Q1,17110,2016-10-05,Darden Restaurants,Consumer Cyclical,Restaurants,51581,16.0078
DTE,2017,1,2017Q1,22801,2017-04-26,DTE Energy,Utilities,Regulated Electric,56521,4.5081
DUK,2017,1,2017Q1,22403,2017-05-09,Duke Energy,Utilities,Regulated Electric,50926,4.4018
DVN,2017,1,2017Q1,16625,2017-05-03,Devon Energy,Energy,Oil & Gas Exploration & Production,56193,-18.9447
DXCM,2017,1,2017Q1,12243,2017-05-02,Dexcom,Healthcare,Medical - Devices,77015,-7.3983
EA,2017,1,2017Q1,14769,2016-08-02,Electronic Arts,Technology,Electronic Gaming & Multimedia,60595,8.583
EBAY,2017,1,2017Q1,14781,2017-04-19,eBay,Consumer Cyclical,Specialty Retail,49350,4.3427
ECL,2017,1,2017Q1,17370,2017-05-02,Ecolab,Basic Materials,Chemicals - Specialty,59907,3.5822
EG,2017,1,2017Q1,12754,2017-04-25,Everest Group,Financial Services,Insurance - Reinsurance,56522,5.4516
EIX,2017,1,2017Q1,22813,2017-05-01,Edison International,Utilities,Regulated Electric,54363,2.0697
EL,2017,1,2017Q1,14479,2016-11-02,Estée Lauder Companies (The),Consumer Defensive,Household & Personal Products,56285,-10.1043
EME,2017,1,2017Q1,11534,2017-04-27,"EMCOR Group, Inc.",Industrials,Engineering & Construction,42044,2.2832
EMR,2017,1,2017Q1,22608,2017-02-07,Emerson Electric,Industrials,Industrial - Machinery,81281,-1.2362
EOG,2017,1,2017Q1,16601,2017-05-09,EOG Resources,Energy,Oil & Gas Exploration & Production,52921,-4.9842
EPAM,2017,1,2017Q1,12032,2017-05-08,EPAM Systems,Technology,Information Technology Services,28510,2.2869
EQIX,2017,1,2017Q1,13262,2017-04-26,Equinix,Real Estate,REIT - Specialty,67035,7.8266
EQT,2017,1,2017Q1,11903,2017-04-27,EQT Corporation,Energy,Oil & Gas Exploration & Production,35511,-11.5838
ERIE,2017,1,2017Q1,11657,2017-05-02,Erie Indemnity,Financial Services,Insurance - Brokers,15393,-1.4117
ES,2017,1,2017Q1,13950,2017-05-04,Eversource Energy,Utilities,Regulated Electric,32578,6.987
ETR,2017,1,2017Q1,22837,2017-04-26,Entergy,Utilities,Regulated Electric,53139,3.4159
EXC,2017,1,2017Q1,22849,2017-05-03,Exelon,Utilities,Regulated Electric,43532,6.8783
EXPE,2017,1,2017Q1,14275,2017-04-28,Expedia Group,Consumer Cyclical,Travel Services,57604,9.1235
EXR,2017,1,2017Q1,13137,2017-04-27,Extra Space Storage,Real Estate,REIT - Industrial,26146,-5.6351
FANG,2017,1,2017Q1,12469,2017-05-03,Diamondback Energy,Energy,Oil & Gas Exploration & Production,36214,-12.716
FAST,2017,1,2017Q1,14143,2017-04-12,Fastenal,Industrials,Industrial - Distribution,43930,-13.9793
FDX,2017,1,2017Q1,22271,2016-09-20,FedEx,Industrials,Integrated Freight & Logistics,62282,5.9822
FE,2017,1,2017Q1,16950,2017-04-28,FirstEnergy,Utilities,Regulated Electric,52331,-3.3093
FFIV,2017,1,2017Q1,13818,2017-01-25,"F5, Inc.",Technology,Software - Infrastructure,43135,0.1235
FICO,2017,1,2017Q1,11819,2017-01-31,Fair Isaac,Technology,Software - Application,37653,6.91
FIS,2017,1,2017Q1,14407,2017-05-02,Fidelity National Information Services,Technology,Information Technology Services,49108,1.5518
FISV,2017,1,2017Q1,14926,2017-04-25,"Fiserv, Inc.",Technology,Information Technology Services,41567,3.461
FSLR,2017,1,2017Q1,11867,2017-05-03,First Solar,Energy,Solar,55019,5.662
FTNT,2017,1,2017Q1,12517,2017-04-27,Fortinet,Technology,Software - Infrastructure,54479,-6.5163
FTV,2017,1,2017Q1,12969,2017-04-27,Fortive,Technology,"Hardware, Equipment & Parts",45919,0.229
GDDY,2017,1,2017Q1,11670,2017-05-02,GoDaddy,Technology,Software - Infrastructure,48605,5.54
GEN,2017,1,2017Q1,14673,2016-08-04,Gen Digital,Technology,Software - Infrastructure,54613,18.117
GILD,2017,1,2017Q1,14613,2017-05-02,Gilead Sciences,Healthcare,Drug Manufacturers - General,54301,-5.511
GIS,2017,1,2017Q1,22897,2016-09-21,General Mills,Consumer Defensive,Packaged Foods,56568,-5.1314
GL,2017,1,2017Q1,17358,2017-04-20,Globe Life,Financial Services,Insurance - Life,21969,2.2873
GM,2017,1,2017Q1,13503,2017-04-28,General Motors,Consumer Cyclical,Auto - Manufacturers,61137,0.4053
GNRC,2017,1,2017Q1,12117,2017-04-27,Generac,Industrials,Industrial - Machinery,69492,-2.7085
GPC,2017,1,2017Q1,22499,2017-04-19,Genuine Parts Company,Consumer Cyclical,Specialty Retail,53754,4.4043
GRMN,2017,1,2017Q1,13551,2017-05-03,Garmin,Technology,"Hardware, Equipment & Parts",29248,0.8977
HAS,2017,1,2017Q1,17589,2017-04-24,Hasbro,Consumer Cyclical,Leisure,46677,12.4649
HD,2017,1,2017Q1,17418,2017-05-16,Home Depot (The),Consumer Cyclical,Home Improvement,48703,-2.606
HIG,2017,1,2017Q1,22921,2017-04-28,Hartford (The),Financial Services,Insurance - Diversified,49832,5.9701
HLT,2017,1,2017Q1,12766,2017-05-02,Hilton Worldwide,Consumer Cyclical,Travel Lodging,65989,11.6824
HOLX,2017,1,2017Q1,13077,2017-02-01,Hologic,Healthcare,Medical - Instruments & Supplies,53479,4.2595
HON,2017,1,2017Q1,22933,2017-04-21,Honeywell,Industrials,Conglomerates,55208,7.8474
HPE,2017,1,2017Q1,13185,2017-02-23,Hewlett Packard Enterprise,Technology,Communication Equipment,56820,-1.0468
HPQ,2017,1,2017Q1,22487,2017-02-22,HP Inc.,Technology,Computer Hardware,51158,8.3951
HRL,2017,1,2017Q1,13999,2017-02-23,Hormel Foods,Consumer Defensive,Packaged Foods,52874,-7.8284
HSIC,2017,1,2017Q1,13274,2017-05-09,Henry Schein,Healthcare,Medical - Distribution,51451,4.7138
HST,2017,1,2017Q1,14335,2017-04-28,Host Hotels & Resorts,Real Estate,REIT - Hotel & Motel,52709,-3.1705
IEX,2017,1,2017Q1,12375,2017-04-20,IDEX Corporation,Industrials,Industrial - Machinery,50910,17.1277
IFF,2017,1,2017Q1,22451,2017-05-09,International Flavors & Fragrances,Basic Materials,Chemicals - Specialty,56475,4.7682
INCY,2017,1,2017Q1,12874,2017-05-04,Incyte,Healthcare,Biotechnology,56377,-4.188
INTU,2017,1,2017Q1,16589,2016-11-17,Intuit,Technology,Software - Application,51098,1.0369
INVH,2017,1,2017Q1,11933,2017-05-12,Invitation Homes,Real Estate,REIT - Residential,55746,-1.1872
IQV,2017,1,2017Q1,12670,2017-05-03,IQVIA,Healthcare,Medical - Diagnostics & Research,49696,1.5116
IRM,2017,1,2017Q1,14035,2017-04-27,Iron Mountain,Real Estate,REIT - Specialty,33573,-7.7285
ITW,2017,1,2017Q1,17479,2017-04-24,Illinois Tool Works,Industrials,Industrial - Machinery,42411,6.0132
IVZ,2017,1,2017Q1,14167,2017-04-27,Invesco,Financial Services,Asset Management,74093,5.7953
J,2017,1,2017Q1,14263,2017-02-08,Jacobs Solutions,Industrials,Engineering & Construction,74645,-6.8873
JBL,2017,1,2017Q1,11743,2016-12-15,Jabil,Technology,"Hardware, Equipment & Parts",46548,12.4247
JCI,2017,1,2017Q1,13854,2017-02-01,Johnson Controls,Industrials,Construction,59134,-5.025
JKHY,2017,1,2017Q1,12493,2016-11-08,Jack Henry & Associates,Technology,Information Technology Services,37228,9.0275
KEYS,2017,1,2017Q1,12505,2017-02-16,Keysight Technologies,Technology,"Hardware, Equipment & Parts",38650,-5.1444
KHC,2017,1,2017Q1,13232,2017-05-03,Kraft Heinz,Consumer Defensive,Packaged Foods,50668,0.3029
KIM,2017,1,2017Q1,14431,2017-04-27,Kimco Realty,Real Estate,REIT - Retail,33503,-12.2517
KKR,2017,1,2017Q1,11682,2017-04-27,KKR,Financial Services,Asset Management,50534,6.6967
KO,2017,1,2017Q1,22993,2017-04-26,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,53051,4.6857
L,2017,1,2017Q1,17122,2017-05-01,Loews Corporation,Financial Services,Insurance - Property & Casualty,20285,2.4668
LDOS,2017,1,2017Q1,12387,2017-05-04,Leidos,Technology,Information Technology Services,49023,0.709
LH,2017,1,2017Q1,14576,2017-04-26,LabCorp,Healthcare,Medical - Diagnostics & Research,58978,0.704
LII,2017,1,2017Q1,11621,2017-04-24,Lennox International,Industrials,Construction,50540,3.0621
LKQ,2017,1,2017Q1,13017,2017-04-27,LKQ Corporation,Consumer Cyclical,Auto - Parts,53753,5.896
LNT,2017,1,2017Q1,12981,2017-05-06,Alliant Energy,Utilities,Regulated Electric,21575,4.4433
LRCX,2017,1,2017Q1,13637,2016-10-19,Lam Research,Technology,Semiconductors,54469,0.8024
LULU,2017,1,2017Q1,11770,2017-06-01,Lululemon Athletica,Consumer Cyclical,Apparel - Retail,55675,22.745
LYB,2017,1,2017Q1,13611,2017-04-28,LyondellBasell,Basic Materials,Chemicals - Specialty,54256,-6.4516
LYV,2017,1,2017Q1,12279,2017-05-04,Live Nation Entertainment,Communication Services,Entertainment,29840,11.7481
MAR,2017,1,2017Q1,16878,2017-05-09,Marriott International,Consumer Cyclical,Travel Lodging,72879,8.0523
MAS,2017,1,2017Q1,22246,2017-04-26,Masco,Industrials,Construction,46004,0.3794
MCHP,2017,1,2017Q1,14299,2016-08-09,Microchip Technology,Technology,Semiconductors,70570,0.8905
MCK,2017,1,2017Q1,16770,2016-07-27,McKesson Corporation,Healthcare,Medical - Distribution,55217,-10.5779
MDT,2017,1,2017Q1,17467,2016-08-25,Medtronic,Healthcare,Medical - Devices,64582,-0.7963
MET,2017,1,2017Q1,16576,2017-05-04,MetLife,Financial Services,Insurance - Life,48819,2.7138
MHK,2017,1,2017Q1,13418,2017-04-28,Mohawk Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances",60490,0.2763
MLM,2017,1,2017Q1,13346,2017-05-02,Martin Marietta Materials,Basic Materials,Construction Materials,71132,3.612
MNST,2017,1,2017Q1,13649,2017-05-04,Monster Beverage,Consumer Defensive,Beverages - Non-Alcoholic,41212,10.7096
MOH,2017,1,2017Q1,11995,2017-05-02,Molina Healthcare,Healthcare,Medical - Healthcare Plans,39665,36.2598
MOS,2017,1,2017Q1,13734,2017-05-02,Mosaic Company (The),Basic Materials,Agricultural Inputs,42134,-15.3703
MPWR,2017,1,2017Q1,12136,2017-04-26,Monolithic Power Systems,Technology,Semiconductors,25674,4.5033
MRK,2017,1,2017Q1,23054,2017-05-08,Merck & Co.,Healthcare,Drug Manufacturers - General,55775,0.8689
MS,2017,1,2017Q1,17281,2017-04-19,Morgan Stanley,Financial Services,Financial - Capital Markets,45823,3.3972
MSFT,2017,1,2017Q1,17231,2016-10-20,Microsoft,Technology,Software - Infrastructure,50613,5.1878
MSI,2017,1,2017Q1,23066,2017-05-04,Motorola Solutions,Technology,Communication Equipment,46106,0.1161
MTD,2017,1,2017Q1,12945,2017-05-04,Mettler Toledo,Healthcare,Medical - Diagnostics & Research,41767,14.5327
NCLH,2017,1,2017Q1,12634,2017-05-10,Norwegian Cruise Line Holdings,Consumer Cyclical,Travel Services,50881,-0.5737
NDSN,2017,1,2017Q1,12007,2017-02-21,Nordson Corporation,Industrials,Industrial - Machinery,42559,2.1509
NEM,2017,1,2017Q1,22571,2017-04-26,Newmont,Basic Materials,Gold,47528,6.4761
NI,2017,1,2017Q1,16613,2017-05-03,NiSource,Utilities,Regulated Gas,26358,7.467
NKE,2017,1,2017Q1,17382,2016-09-27,"Nike, Inc.",Consumer Cyclical,Apparel - Footwear & Accessories,53375,-7.6256
NRG,2017,1,2017Q1,13890,2017-05-02,NRG Energy,Utilities,Independent Power Producers,38204,-1.1998
NTAP,2017,1,2017Q1,16746,2016-08-17,NetApp,Technology,Computer Hardware,50733,24.1594
NUE,2017,1,2017Q1,17565,2017-04-20,Nucor,Basic Materials,Steel,46746,-2.2867
O,2017,1,2017Q1,13250,2017-05-04,Realty Income,Real Estate,REIT - Retail,27698,-2.0
ODFL,2017,1,2017Q1,12315,2017-04-28,Old Dominion,Industrials,Trucking,52245,5.2212
OKE,2017,1,2017Q1,13878,2017-05-03,ONEOK,Energy,Oil & Gas Midstream,45689,-6.348
OMC,2017,1,2017Q1,16914,2017-04-18,Omnicom Group,Communication Services,Advertising Agencies,49166,-2.8432
ORCL,2017,1,2017Q1,17346,2016-09-15,Oracle Corporation,Technology,Software - Infrastructure,39376,-5.0435
ORLY,2017,1,2017Q1,13987,2017-04-27,O'Reilly Auto Parts,Consumer Cyclical,Specialty Retail,56460,-12.1675
OXY,2017,1,2017Q1,23102,2017-05-04,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,58972,2.7588
PANW,2017,1,2017Q1,11795,2016-11-22,Palo Alto Networks,Technology,Software - Infrastructure,54623,-4.2937
PAYX,2017,1,2017Q1,16818,2016-09-28,Paychex,Industrials,Staffing & Employment Services,69930,-8.4453
PCG,2017,1,2017Q1,11910,2017-05-02,PG&E Corporation,Utilities,Regulated Electric,49988,2.8438
PEG,2017,1,2017Q1,23114,2017-04-28,Public Service Enterprise Group,Utilities,Regulated Electric,47632,-0.2927
PEP,2017,1,2017Q1,23126,2017-04-26,PepsiCo,Consumer Defensive,Beverages - Non-Alcoholic,40657,1.5154
PG,2017,1,2017Q1,23151,2016-10-25,Procter & Gamble,Consumer Defensive,Household & Personal Products,55507,0.0951
PGR,2017,1,2017Q1,16998,2017-05-04,Progressive Corporation,Financial Services,Insurance - Property & Casualty,44470,11.9351
PH,2017,1,2017Q1,17492,2016-10-21,Parker Hannifin,Industrials,Industrial - Machinery,54342,16.0098
PM,2017,1,2017Q1,14239,2017-04-20,Philip Morris International,Consumer Defensive,Tobacco,43472,6.9177
PNW,2017,1,2017Q1,16697,2017-05-02,Pinnacle West,Utilities,Regulated Electric,34448,4.7585
PODD,2017,1,2017Q1,11843,2017-05-08,Insulet Corporation,Healthcare,Medical - Devices,54192,15.7844
POOL,2017,1,2017Q1,12172,2017-04-20,Pool Corporation,Industrials,Industrial - Distribution,38874,4.2216
PPL,2017,1,2017Q1,14890,2017-05-04,PPL Corporation,Utilities,Regulated Electric,31374,3.9758
PSA,2017,1,2017Q1,14527,2017-04-27,Public Storage,Real Estate,REIT - Industrial,38386,-7.3103
PSKY,2017,1,2017Q1,17181,2017-05-04,Paramount Skydance Corp,Communication Services,Entertainment,59616,-2.5215
PSX,2017,1,2017Q1,13673,2017-04-29,Phillips 66,Energy,Oil & Gas Refining & Marketing,56458,1.3449
PTC,2017,1,2017Q1,12105,2017-01-19,PTC Inc.,Technology,Software - Application,56835,9.4603
PWR,2017,1,2017Q1,13962,2017-05-07,Quanta Services,Industrials,Engineering & Construction,57470,-7.9397
PYPL,2017,1,2017Q1,13221,2017-04-27,PayPal,Financial Services,Financial - Credit Services,51295,10.6257
QCOM,2017,1,2017Q1,16709,2017-01-25,Qualcomm,Technology,Semiconductors,54611,3.058
REG,2017,1,2017Q1,12850,2017-05-12,Regency Centers,Real Estate,REIT - Retail,35315,0.3374
