d7_min_dir,d7_day_ret,d7_pos,d7_no_high_risk,d6_eps,d6_day_ret,d6_pos,d6_low_risk,d6_no_tech,n_trades,coverage,win_rate,wins,losses,avg_return,std_return,sharpe_like,d7_trades,d6_trades
7,0.0,0,True,0.0,0.25,2,True,False,159,8.042488619119878,78.61635220125787,125,34,12.072401257861635,17.237467675775818,6.942751932196142,128,31
7,0.0,0,True,0.0,0.25,2,False,True,178,9.003540718259991,79.21348314606742,141,37,11.880016292134831,16.825960958869306,7.461845813678965,128,50
7,0.0,0,True,0.0,0.25,2,False,False,188,9.509357612544258,79.7872340425532,150,38,12.256014361702128,16.78053038048343,7.990168025679466,128,60
7,0.0,0,True,0.0,0.25,3,True,True,145,7.334344967121901,79.3103448275862,115,30,12.228440000000003,17.290148922260457,6.75439045125002,128,17
7,0.0,0,True,0.0,0.25,3,True,False,152,7.688416793120891,79.60526315789474,121,31,12.465291447368422,17.248326971522452,7.092821608307953,128,24
7,0.0,0,True,0.0,0.25,3,False,True,167,8.447142134547294,79.64071856287424,133,34,12.128203592814371,17.01108533017777,7.337664676138065,128,39
7,0.0,0,True,0.0,0.25,3,False,False,177,8.952959028831563,80.22598870056498,142,35,12.513546892655366,16.947116151398202,7.881090789944259,128,49
7,0.0,0,True,0.0,0.5,1,True,True,153,7.7389984825493165,79.08496732026144,121,32,12.03473594771242,17.080693427728704,6.892403955508273,128,25
7,0.0,0,True,0.0,0.5,1,True,False,160,8.093070308548306,79.375,127,33,12.268219375000001,17.05237183476632,7.223380107048985,128,32
7,0.0,0,True,0.0,0.5,1,False,True,179,9.054122407688418,79.88826815642457,143,36,12.056124022346367,16.661137298190024,7.734149909637813,128,51
7,0.0,0,True,0.0,0.5,1,False,False,189,9.559939301972687,80.42328042328042,152,37,12.420814814814813,16.62062960614208,8.26257284583011,128,61
7,0.0,0,True,0.0,0.5,2,True,True,151,7.6378351036924625,78.80794701986756,119,32,12.005040397350992,17.19043010151163,6.762937451278874,128,23
7,0.0,0,True,0.0,0.5,2,True,False,158,7.991906929691452,79.11392405063292,125,33,12.24279493670886,17.157419115842046,7.095942449741275,128,30
7,0.0,0,True,0.0,0.5,2,False,True,177,8.952959028831563,79.66101694915254,141,36,12.031032203389833,16.752285224191063,7.611343288917262,128,49
7,0.0,0,True,0.0,0.5,2,False,False,187,9.458775923115832,80.21390374331551,150,37,12.400965240641712,16.7071495204228,8.141859180066936,128,59
7,0.0,0,True,0.0,0.5,3,True,True,145,7.334344967121901,79.3103448275862,115,30,12.228440000000003,17.290148922260457,6.75439045125002,128,17
7,0.0,0,True,0.0,0.5,3,True,False,152,7.688416793120891,79.60526315789474,121,31,12.465291447368422,17.248326971522452,7.092821608307953,128,24
7,0.0,0,True,0.0,0.5,3,False,True,167,8.447142134547294,79.64071856287424,133,34,12.128203592814371,17.01108533017777,7.337664676138065,128,39
7,0.0,0,True,0.0,0.5,3,False,False,177,8.952959028831563,80.22598870056498,142,35,12.513546892655366,16.947116151398202,7.881090789944259,128,49
7,0.0,0,True,0.0,1.0,1,True,True,150,7.587253414264036,79.33333333333333,119,31,12.078701333333335,17.095993990598366,6.864789395634723,128,22
7,0.0,0,True,0.0,1.0,1,True,False,157,7.941325240263025,79.61783439490446,125,32,12.314685987261148,17.06584745490341,7.198726432090009,128,29
7,0.0,0,True,0.0,1.0,1,False,True,173,8.750632271117857,80.92485549132948,140,33,12.317795953757226,16.577193108245584,7.9090986616298,128,45
7,0.0,0,True,0.0,1.0,1,False,False,182,9.205867475973697,81.31868131868131,148,34,12.684860989010987,16.579564347153333,8.393413498622236,128,54
7,0.0,0,True,0.0,1.0,2,True,True,148,7.486090035407182,79.05405405405406,117,31,12.048997972972975,17.208147740510817,6.733979800630313,128,20
7,0.0,0,True,0.0,1.0,2,True,False,155,7.840161861406171,79.35483870967742,123,32,12.289369032258065,17.173094832057878,7.070014098919066,128,27
7,0.0,0,True,0.0,1.0,2,False,True,171,8.649468892261002,80.7017543859649,138,33,12.294884210526314,16.67142929809724,7.782742099943202,128,43
7,0.0,0,True,0.0,1.0,2,False,False,180,9.104704097116842,81.11111111111111,146,34,12.667173333333333,16.669531170038763,8.2693796516291,128,52
7,0.0,0,True,0.0,1.0,3,True,True,143,7.233181588265047,79.02097902097903,113,30,12.103425874125874,17.37620085654114,6.582091441564468,128,15
7,0.0,0,True,0.0,1.0,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.349269333333332,17.3316440250214,6.923135535179388,128,22
7,0.0,0,True,0.0,1.0,3,False,True,162,8.19423368740516,80.24691358024691,130,32,12.256283950617284,16.997695333600443,7.3646925006925335,128,34
7,0.0,0,True,0.0,1.0,3,False,False,171,8.649468892261002,80.7017543859649,138,33,12.650198830409359,16.979241089743844,7.862490032127268,128,43
7,0.0,0,True,0.01,0.0,1,True,True,156,7.890743550834597,77.56410256410257,121,35,11.505420512820514,17.34593984452183,6.425807802860789,128,28
7,0.0,0,True,0.01,0.0,1,True,False,162,8.19423368740516,77.77777777777779,126,36,11.754956790123456,17.36794621317418,6.700166720671145,128,34
7,0.0,0,True,0.01,0.0,1,False,True,180,9.104704097116842,78.33333333333333,141,39,11.548797777777777,16.988092316948276,7.1445523791748755,128,52
7,0.0,0,True,0.01,0.0,1,False,False,190,9.610520991401113,78.94736842105263,150,40,11.980684210526315,16.9527450086816,7.690526092105246,128,62
7,0.0,0,True,0.01,0.0,2,True,True,154,7.789580171977745,77.27272727272727,119,35,11.469429220779222,17.454309838468124,6.301235710676911,128,26
7,0.0,0,True,0.01,0.0,2,True,False,160,8.093070308548306,77.5,124,36,11.723434375,17.4728653410559,6.577372233616942,128,32
7,0.0,0,True,0.01,0.0,2,False,True,178,9.003540718259991,78.08988764044943,139,39,11.518146629213481,17.079791251036994,7.025946582476743,128,50
7,0.0,0,True,0.01,0.0,2,False,False,188,9.509357612544258,78.72340425531915,148,40,11.956257978723404,17.04004587560011,7.5736862215475735,128,60
7,0.0,0,True,0.01,0.0,3,True,True,146,7.38492665655033,78.76712328767124,115,31,12.07421095890411,17.330908053799675,6.6306919796792085,128,18
7,0.0,0,True,0.01,0.0,3,True,False,152,7.688416793120891,78.94736842105263,120,32,12.317711842105263,17.346787349235417,6.911470164048371,128,24
7,0.0,0,True,0.01,0.0,3,False,True,167,8.447142134547294,79.04191616766467,132,35,11.979575449101798,17.098166282743463,7.156613879847306,128,39
7,0.0,0,True,0.01,0.0,3,False,False,176,8.902377339403136,79.54545454545455,140,36,12.374623863636362,17.081382296530553,7.645056443613577,128,48
7,0.0,0,True,0.01,0.25,1,True,True,154,7.789580171977745,78.57142857142857,121,33,11.860161038961039,17.162068350343755,6.738232136030043,128,26
7,0.0,0,True,0.01,0.25,1,True,False,160,8.093070308548306,78.75,126,34,12.09951375,17.186614601330085,7.012746383853084,128,32
7,0.0,0,True,0.01,0.25,1,False,True,178,9.003540718259991,79.21348314606742,141,37,11.856195505617977,16.821397709011148,7.44890412706845,128,50
7,0.0,0,True,0.01,0.25,1,False,False,187,9.458775923115832,79.67914438502673,149,38,12.23394385026738,16.82174544145781,7.924299682610659,128,59
7,0.0,0,True,0.01,0.25,2,True,True,152,7.688416793120891,78.28947368421053,119,33,11.828363815789475,17.271319658107284,6.61034793733477,128,24
7,0.0,0,True,0.01,0.25,2,True,False,158,7.991906929691452,78.48101265822784,124,34,12.071953797468355,17.292276005931203,6.886817073934177,128,30
7,0.0,0,True,0.01,0.25,2,False,True,176,8.902377339403136,78.97727272727273,139,37,11.828689204545453,16.913692216100202,7.327514120085855,128,48
7,0.0,0,True,0.01,0.25,2,False,False,185,9.357612544258979,79.45945945945945,147,38,12.21185945945946,16.910088000935424,7.804901030950995,128,57
7,0.0,0,True,0.01,0.25,3,True,True,145,7.334344967121901,79.3103448275862,115,30,12.228440000000003,17.290148922260457,6.75439045125002,128,17
7,0.0,0,True,0.01,0.25,3,True,False,151,7.6378351036924625,79.47019867549669,120,31,12.467425165562913,17.30570576158903,7.035261213915339,128,23
7,0.0,0,True,0.01,0.25,3,False,True,166,8.396560445118867,79.51807228915662,132,34,12.113723493975902,17.06152386532755,7.274107676821905,128,38
7,0.0,0,True,0.01,0.25,3,False,False,175,8.851795649974708,80.0,140,35,12.504130285714288,17.043522511696963,7.764314935353605,128,47
7,0.0,0,True,0.01,0.5,1,True,True,153,7.7389984825493165,79.08496732026144,121,32,12.03473594771242,17.080693427728704,6.892403955508273,128,25
7,0.0,0,True,0.01,0.5,1,True,False,159,8.042488619119878,79.24528301886792,126,33,12.269006289308175,17.106247006830408,7.166822249314038,128,31
7,0.0,0,True,0.01,0.5,1,False,True,177,8.952959028831563,79.66101694915254,141,36,12.007076836158191,16.747892992395922,7.598180247776992,128,49
7,0.0,0,True,0.01,0.5,1,False,False,186,9.408194233687405,80.10752688172043,149,37,12.379555376344088,16.74856272614679,8.075274592807853,128,58
7,0.0,0,True,0.01,0.5,2,True,True,151,7.6378351036924625,78.80794701986756,119,32,12.005040397350992,17.19043010151163,6.762937451278874,128,23
7,0.0,0,True,0.01,0.5,2,True,False,157,7.941325240263025,78.98089171974523,124,33,12.243429936305732,17.212321134785473,7.0393979771341275,128,29
7,0.0,0,True,0.01,0.5,2,False,True,175,8.851795649974708,79.42857142857143,139,36,11.981137714285715,16.84052368075345,7.475465535902432,128,47
7,0.0,0,True,0.01,0.5,2,False,False,184,9.307030854830552,79.8913043478261,147,37,12.358933695652173,16.83716363960175,7.954639322417763,128,56
7,0.0,0,True,0.01,0.5,3,True,True,145,7.334344967121901,79.3103448275862,115,30,12.228440000000003,17.290148922260457,6.75439045125002,128,17
7,0.0,0,True,0.01,0.5,3,True,False,151,7.6378351036924625,79.47019867549669,120,31,12.467425165562913,17.30570576158903,7.035261213915339,128,23
7,0.0,0,True,0.01,0.5,3,False,True,166,8.396560445118867,79.51807228915662,132,34,12.113723493975902,17.06152386532755,7.274107676821905,128,38
7,0.0,0,True,0.01,0.5,3,False,False,175,8.851795649974708,80.0,140,35,12.504130285714288,17.043522511696963,7.764314935353605,128,47
7,0.0,0,True,0.01,1.0,1,True,True,150,7.587253414264036,79.33333333333333,119,31,12.078701333333335,17.095993990598366,6.864789395634723,128,22
7,0.0,0,True,0.01,1.0,1,True,False,156,7.890743550834597,79.48717948717949,124,32,12.315785897435894,17.120804486062955,7.141630039714067,128,28
7,0.0,0,True,0.01,1.0,1,False,True,171,8.649468892261002,80.7017543859649,138,33,12.270088304093566,16.667254183055118,7.768991759116199,128,43
7,0.0,0,True,0.01,1.0,1,False,False,179,9.054122407688418,81.00558659217877,145,34,12.646413407821226,16.712802545933755,8.200863422570166,128,51
7,0.0,0,True,0.01,1.0,2,True,True,148,7.486090035407182,79.05405405405406,117,31,12.048997972972975,17.208147740510817,6.733979800630313,128,20
7,0.0,0,True,0.01,1.0,2,True,False,154,7.789580171977745,79.22077922077922,122,32,12.29031883116883,17.229120569683054,7.012930087370419,128,26
7,0.0,0,True,0.01,1.0,2,False,True,169,8.548305513404147,80.4733727810651,136,33,12.246340828402367,16.763091712330446,7.642716975365709,128,41
7,0.0,0,True,0.01,1.0,2,False,False,177,8.952959028831563,80.7909604519774,143,34,12.62799152542373,16.805030515081654,8.076893950537151,128,49
7,0.0,0,True,0.01,1.0,3,True,True,143,7.233181588265047,79.02097902097903,113,30,12.103425874125874,17.37620085654114,6.582091441564468,128,15
7,0.0,0,True,0.01,1.0,3,True,False,149,7.53667172483561,79.19463087248322,118,31,12.350653020134228,17.390089989321417,6.865575770730977,128,21
7,0.0,0,True,0.01,1.0,3,False,True,161,8.143651997976733,80.12422360248446,129,32,12.242149689440994,17.049775386849397,7.2998812573394485,128,33
7,0.0,0,True,0.01,1.0,3,False,False,169,8.548305513404147,80.4733727810651,136,33,12.642065088757397,17.079345230431468,7.7435901889060315,128,41
7,0.0,0,True,0.02,0.0,1,True,True,154,7.789580171977745,77.92207792207793,120,34,11.650703246753247,17.36913156148908,6.48626848616531,128,26
7,0.0,0,True,0.02,0.0,1,True,False,160,8.093070308548306,78.125,125,35,11.897910625,17.388466146037693,6.761755295170722,128,32
7,0.0,0,True,0.02,0.0,1,False,True,177,8.952959028831563,78.53107344632768,139,38,11.644673446327683,17.047645111746437,7.136595556435489,128,49
7,0.0,0,True,0.02,0.0,1,False,False,187,9.458775923115832,79.14438502673798,148,39,12.078361497326204,17.006219481944818,7.686721671148692,128,59
7,0.0,0,True,0.02,0.0,2,True,True,152,7.688416793120891,77.63157894736842,118,34,11.61615,17.47939226610726,6.36057087171134,128,24
7,0.0,0,True,0.02,0.0,2,True,False,158,7.991906929691452,77.84810126582279,123,35,11.867798734177216,17.495110711707508,6.637889910727632,128,30
7,0.0,0,True,0.02,0.0,2,False,True,175,8.851795649974708,78.28571428571428,137,38,11.61459257142857,17.141450060974293,7.0171048335586335,128,47
7,0.0,0,True,0.02,0.0,2,False,False,185,9.357612544258979,78.91891891891892,146,39,12.054595135135136,17.09538060197359,7.569040799474007,128,57
7,0.0,0,True,0.02,0.0,3,True,True,144,7.283763277693475,79.16666666666666,114,30,12.23748263888889,17.35015459539085,6.700579204079739,128,16
7,0.0,0,True,0.02,0.0,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.477699333333335,17.36321941613803,6.982413994325069,128,22
7,0.0,0,True,0.02,0.0,3,False,True,164,8.295397066262012,79.26829268292683,130,34,12.090931097560976,17.161273805273872,7.152068314883064,128,36
7,0.0,0,True,0.02,0.0,3,False,False,173,8.750632271117857,79.76878612716763,138,35,12.487036994219652,17.13840762283738,7.644427484121338,128,45
7,0.0,0,True,0.02,0.25,1,True,True,153,7.7389984825493165,78.43137254901961,120,33,11.866264705882354,17.21826227612809,6.685905653273473,128,25
7,0.0,0,True,0.02,0.25,1,True,False,159,8.042488619119878,78.61635220125787,125,34,12.106892452830188,17.240662602907246,6.9612973113174865,128,31
7,0.0,0,True,0.02,0.25,1,False,True,176,8.902377339403136,78.97727272727273,139,37,11.83203068181818,16.912546064764097,7.330080784637404,128,48
7,0.0,0,True,0.02,0.25,1,False,False,185,9.357612544258979,79.45945945945945,147,38,12.215038378378381,16.90892526787733,7.807469596044808,128,57
7,0.0,0,True,0.02,0.25,2,True,True,151,7.6378351036924625,78.1456953642384,118,33,11.834337748344371,17.328637527633234,6.558025121424018,128,23
7,0.0,0,True,0.02,0.25,2,True,False,157,7.941325240263025,78.343949044586,123,34,12.079250955414013,17.34736738384471,6.835365046770554,128,29
7,0.0,0,True,0.02,0.25,2,False,True,174,8.801213960546281,78.73563218390804,137,37,11.803930459770115,17.006408672769563,7.208750160942185,128,46
7,0.0,0,True,0.02,0.25,2,False,False,183,9.256449165402124,79.23497267759562,145,38,12.19250601092896,16.998703014936716,7.688111077251448,128,55
7,0.0,0,True,0.02,0.25,3,True,True,144,7.283763277693475,79.16666666666666,114,30,12.23748263888889,17.35015459539085,6.700579204079739,128,16
7,0.0,0,True,0.02,0.25,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.477699333333335,17.36321941613803,6.982413994325069,128,22
7,0.0,0,True,0.02,0.25,3,False,True,164,8.295397066262012,79.26829268292683,130,34,12.090931097560976,17.161273805273872,7.152068314883064,128,36
7,0.0,0,True,0.02,0.25,3,False,False,173,8.750632271117857,79.76878612716763,138,35,12.487036994219652,17.13840762283738,7.644427484121338,128,45
7,0.0,0,True,0.02,0.5,1,True,True,152,7.688416793120891,78.94736842105263,120,32,12.042028289473684,17.136919723373666,6.839531166447087,128,24
7,0.0,0,True,0.02,0.5,1,True,False,158,7.991906929691452,79.11392405063292,125,33,12.277504430379746,17.160302326369447,7.114864510632194,128,30
7,0.0,0,True,0.02,0.5,1,False,True,175,8.851795649974708,79.42857142857143,139,36,11.984498285714285,16.839335332974883,7.478090007814172,128,47
7,0.0,0,True,0.02,0.5,1,False,False,184,9.307030854830552,79.8913043478261,147,37,12.362129891304347,16.835961413474042,7.957264678616697,128,56
7,0.0,0,True,0.02,0.5,2,True,True,150,7.587253414264036,78.66666666666666,118,32,12.012232000000001,17.247791731531056,6.710062877480713,128,22
7,0.0,0,True,0.02,0.5,2,True,False,156,7.890743550834597,78.84615384615384,123,33,12.251873076923074,17.26742931875985,6.987432320416473,128,28
7,0.0,0,True,0.02,0.5,2,False,True,173,8.750632271117857,79.1907514450867,137,36,11.957998265895952,16.933552610357037,7.3554275196320305,128,45
7,0.0,0,True,0.02,0.5,2,False,False,182,9.205867475973697,79.67032967032966,145,37,12.341090109890109,16.926012246270414,7.836663174219296,128,54
7,0.0,0,True,0.02,0.5,3,True,True,144,7.283763277693475,79.16666666666666,114,30,12.23748263888889,17.35015459539085,6.700579204079739,128,16
7,0.0,0,True,0.02,0.5,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.477699333333335,17.36321941613803,6.982413994325069,128,22
7,0.0,0,True,0.02,0.5,3,False,True,164,8.295397066262012,79.26829268292683,130,34,12.090931097560976,17.161273805273872,7.152068314883064,128,36
7,0.0,0,True,0.02,0.5,3,False,False,173,8.750632271117857,79.76878612716763,138,35,12.487036994219652,17.13840762283738,7.644427484121338,128,45
7,0.0,0,True,0.02,1.0,1,True,True,149,7.53667172483561,79.19463087248322,118,31,12.0864355704698,17.153390183135077,6.81141196481709,128,21
7,0.0,0,True,0.02,1.0,1,True,False,155,7.840161861406171,79.35483870967742,123,32,12.324750322580645,17.175934262902704,7.089196642060819,128,27
7,0.0,0,True,0.02,1.0,1,False,True,169,8.548305513404147,80.4733727810651,136,33,12.24982071005917,16.761799837981503,7.645477916688139,128,41
7,0.0,0,True,0.02,1.0,1,False,False,177,8.952959028831563,80.7909604519774,143,34,12.631314124293787,16.803724565424528,8.079646976962026,128,49
7,0.0,0,True,0.02,1.0,2,True,True,147,7.435508345978755,78.91156462585033,116,31,12.05663537414966,17.26672749167467,6.680599147601388,128,19
7,0.0,0,True,0.02,1.0,2,True,False,153,7.7389984825493165,79.08496732026144,121,32,12.299233986928106,17.285346018281842,6.9604872304216965,128,25
7,0.0,0,True,0.02,1.0,2,False,True,167,8.447142134547294,80.23952095808383,134,33,12.225546107784432,16.859344355567575,7.519243505673807,128,39
7,0.0,0,True,0.02,1.0,2,False,False,175,8.851795649974708,80.57142857142857,141,34,12.61250914285714,16.89752708010907,7.9557006086802335,128,47
7,0.0,0,True,0.02,1.0,3,True,True,142,7.182599898836621,78.87323943661971,112,30,12.111715492957746,17.43742595970471,6.528255367524499,128,14
7,0.0,0,True,0.02,1.0,3,True,False,148,7.486090035407182,79.05405405405406,117,31,12.360277027027028,17.448741553811654,6.812697388962238,128,20
7,0.0,0,True,0.02,1.0,3,False,True,159,8.042488619119878,79.87421383647799,127,32,12.220255974842768,17.15276781588454,7.175484868156402,128,31
7,0.0,0,True,0.02,1.0,3,False,False,167,8.447142134547294,80.23952095808383,134,33,12.626009580838323,17.178011444489613,7.6214883407360094,128,39
7,0.0,0,True,0.03,0.0,1,True,True,153,7.7389984825493165,77.77777777777779,119,34,11.647552941176471,17.426129056969,6.430355938413264,128,25
7,0.0,0,True,0.03,0.0,1,True,False,159,8.042488619119878,77.9874213836478,124,35,11.896433962264151,17.443396080588272,6.706699980024634,128,31
7,0.0,0,True,0.03,0.0,1,False,True,175,8.851795649974708,78.28571428571428,137,38,11.586729142857143,17.129579958314324,7.005121689501037,128,47
7,0.0,0,True,0.03,0.0,1,False,False,184,9.307030854830552,78.80434782608695,145,39,12.029359782608697,17.13141860967775,7.505995119760675,128,56
7,0.0,0,True,0.03,0.0,2,True,True,152,7.688416793120891,77.63157894736842,118,34,11.61615,17.47939226610726,6.36057087171134,128,24
7,0.0,0,True,0.03,0.0,2,True,False,158,7.991906929691452,77.84810126582279,123,35,11.867798734177216,17.495110711707508,6.637889910727632,128,30
7,0.0,0,True,0.03,0.0,2,False,True,174,8.801213960546281,78.16091954022988,136,38,11.558947126436781,17.17506158878888,6.938798218354582,128,46
7,0.0,0,True,0.03,0.0,2,False,False,183,9.256449165402124,78.68852459016394,144,39,12.005362841530053,17.17531723507385,7.440591645203358,128,55
7,0.0,0,True,0.03,0.0,3,True,True,144,7.283763277693475,79.16666666666666,114,30,12.23748263888889,17.35015459539085,6.700579204079739,128,16
7,0.0,0,True,0.03,0.0,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.477699333333335,17.36321941613803,6.982413994325069,128,22
7,0.0,0,True,0.03,0.0,3,False,True,163,8.244815376833586,79.14110429447852,129,34,12.034452760736196,17.198863932791625,7.0700501433247505,128,35
7,0.0,0,True,0.03,0.0,3,False,False,171,8.649468892261002,79.53216374269006,136,35,12.439407602339179,17.225538252595992,7.510480976432034,128,43
7,0.0,0,True,0.03,0.25,1,True,True,152,7.688416793120891,78.28947368421053,119,33,11.864511842105264,17.275168610415047,6.629072162449286,128,24
7,0.0,0,True,0.03,0.25,1,True,False,158,7.991906929691452,78.48101265822784,124,34,12.10672911392405,17.295481894787002,6.905375504983384,128,30
7,0.0,0,True,0.03,0.25,1,False,True,174,8.801213960546281,78.73563218390804,137,37,11.775906896551726,16.99468895046548,7.196595387982178,128,46
7,0.0,0,True,0.03,0.25,1,False,False,182,9.205867475973697,79.12087912087912,144,38,12.167751098901098,17.035016599575606,7.62420481006517,128,54
7,0.0,0,True,0.03,0.25,2,True,True,151,7.6378351036924625,78.1456953642384,118,33,11.834337748344371,17.328637527633234,6.558025121424018,128,23
7,0.0,0,True,0.03,0.25,2,True,False,157,7.941325240263025,78.343949044586,123,34,12.079250955414013,17.34736738384471,6.835365046770554,128,29
7,0.0,0,True,0.03,0.25,2,False,True,173,8.750632271117857,78.61271676300578,136,37,11.749057803468208,17.04031907240677,7.1292061783341465,128,45
7,0.0,0,True,0.03,0.25,2,False,False,181,9.15528578654527,79.00552486187846,143,38,12.14425359116022,17.079312653381148,7.55783121189062,128,53
7,0.0,0,True,0.03,0.25,3,True,True,144,7.283763277693475,79.16666666666666,114,30,12.23748263888889,17.35015459539085,6.700579204079739,128,16
7,0.0,0,True,0.03,0.25,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.477699333333335,17.36321941613803,6.982413994325069,128,22
7,0.0,0,True,0.03,0.25,3,False,True,163,8.244815376833586,79.14110429447852,129,34,12.034452760736196,17.198863932791625,7.0700501433247505,128,35
7,0.0,0,True,0.03,0.25,3,False,False,171,8.649468892261002,79.53216374269006,136,35,12.439407602339179,17.225538252595992,7.510480976432034,128,43
7,0.0,0,True,0.03,0.5,1,True,True,151,7.6378351036924625,78.80794701986756,119,32,12.041427814569538,17.19394629564006,6.7820487681050645,128,23
7,0.0,0,True,0.03,0.5,1,True,False,157,7.941325240263025,78.98089171974523,124,33,12.278426751592356,17.215211505419592,7.058334237182657,128,29
7,0.0,0,True,0.03,0.5,1,False,True,173,8.750632271117857,79.1907514450867,137,36,11.929812716763008,16.92197195053582,7.343112309533915,128,45
7,0.0,0,True,0.03,0.5,1,False,False,181,9.15528578654527,79.55801104972376,144,37,12.317019337016577,16.9624967304545,7.772112010263046,128,53
7,0.0,0,True,0.03,0.5,2,True,True,150,7.587253414264036,78.66666666666666,118,32,12.012232000000001,17.247791731531056,6.710062877480713,128,22
7,0.0,0,True,0.03,0.5,2,True,False,156,7.890743550834597,78.84615384615384,123,33,12.251873076923074,17.26742931875985,6.987432320416473,128,28
7,0.0,0,True,0.03,0.5,2,False,True,172,8.700050581689428,79.06976744186046,136,36,11.903702325581396,16.96788382551731,7.27493405417213,128,44
7,0.0,0,True,0.03,0.5,2,False,False,180,9.104704097116842,79.44444444444444,143,37,12.294220555555555,17.007030846881584,7.704993656319218,128,52
7,0.0,0,True,0.03,0.5,3,True,True,144,7.283763277693475,79.16666666666666,114,30,12.23748263888889,17.35015459539085,6.700579204079739,128,16
7,0.0,0,True,0.03,0.5,3,True,False,150,7.587253414264036,79.33333333333333,119,31,12.477699333333335,17.36321941613803,6.982413994325069,128,22
7,0.0,0,True,0.03,0.5,3,False,True,163,8.244815376833586,79.14110429447852,129,34,12.034452760736196,17.198863932791625,7.0700501433247505,128,35
7,0.0,0,True,0.03,0.5,3,False,False,171,8.649468892261002,79.53216374269006,136,35,12.439407602339179,17.225538252595992,7.510480976432034,128,43
7,0.0,0,True,0.03,1.0,1,True,True,148,7.486090035407182,79.05405405405406,117,31,12.086122972972973,17.211635731975534,6.753359464291753,128,20
7,0.0,0,True,0.03,1.0,1,True,False,154,7.789580171977745,79.22077922077922,122,32,12.325997402597402,17.231966308832877,7.03212699693791,128,26
7,0.0,0,True,0.03,1.0,1,False,True,167,8.447142134547294,80.23952095808383,134,33,12.196347904191617,16.847757708757346,7.506444169880185,128,39
7,0.0,0,True,0.03,1.0,1,False,False,175,8.851795649974708,80.57142857142857,141,34,12.584645714285715,16.887141591598024,7.943006852932279,128,47
7,0.0,0,True,0.03,1.0,2,True,True,147,7.435508345978755,78.91156462585033,116,31,12.05663537414966,17.26672749167467,6.680599147601388,128,19
7,0.0,0,True,0.03,1.0,2,True,False,153,7.7389984825493165,79.08496732026144,121,32,12.299233986928106,17.285346018281842,6.9604872304216965,128,25
