segment,period,n_signals,n_trades,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate_pct,exposure_avg_pct
tune,2019-2023,2136,118,13.65219641786819,1.4731853407663338,2.2916840984117566,-18.17330274782425,0.7512226372557769,83.05084745762711,24.1669563657477
validate,2024-2024,257,36,35.57341792098852,4.272855145716059,9.124771456945197,-2.4149579452208525,14.730450271975753,94.44444444444444,40.58607838954618
