ticker,interval,ts,open,high,low,close,volume,trade_state,last_synced_at,date
LDOS,1d,2025-12-15T00:00:00,188.36,189.73,184.88,185.95,955041.0,normal,2026-01-01T03:45:32.718123Z,2025-12-15
LDOS,1d,2025-12-12T00:00:00,190.53,191.53,187.11,189.73,1152346.0,normal,2026-01-01T03:45:32.718123Z,2025-12-12
LDOS,1d,2025-12-11T00:00:00,189.05,191.54,187.4,190.53,659900.0,normal,2026-01-01T03:45:32.718123Z,2025-12-11
LDOS,1d,2025-12-10T00:00:00,184.16,189.41,184.01,188.31,770133.0,normal,2026-01-01T03:45:32.718123Z,2025-12-10
LDOS,1d,2025-12-09T00:00:00,185.61,186.98,184.68,184.95,872955.0,normal,2026-01-01T03:45:32.718123Z,2025-12-09
LDOS,1d,2025-12-08T00:00:00,187.33,187.33,184.42,185.62,887600.0,normal,2026-01-01T03:45:32.718123Z,2025-12-08
LDOS,1d,2025-12-05T00:00:00,191.62,191.62,183.91,186.82,917394.0,normal,2026-01-01T03:45:32.718123Z,2025-12-05
LDOS,1d,2025-12-04T00:00:00,189.04,196.56,189.04,192.42,782926.0,normal,2026-01-01T03:45:32.718123Z,2025-12-04
LDOS,1d,2025-12-03T00:00:00,187.84,189.08,186.8,188.44,585334.0,normal,2026-01-01T03:45:32.718123Z,2025-12-03
LDOS,1d,2025-12-02T00:00:00,189.11,189.98,186.27,187.07,764872.0,normal,2026-01-01T03:45:32.718123Z,2025-12-02
LDOS,1d,2025-12-01T00:00:00,190.46,191.73,188.33,188.42,769947.0,normal,2026-01-01T03:45:32.718123Z,2025-12-01
LDOS,1d,2025-11-28T00:00:00,190.85,191.67,190.3,191.1,379600.0,normal,2026-01-01T03:45:32.718123Z,2025-11-28
LDOS,1d,2025-11-26T00:00:00,191.8,192.92,190.19,190.36,760927.0,normal,2026-01-01T03:45:32.718123Z,2025-11-26
LDOS,1d,2025-11-25T00:00:00,187.9,192.13,187.48,191.5,872800.0,normal,2026-01-01T03:45:32.718123Z,2025-11-25
LDOS,1d,2025-11-24T00:00:00,185.81,187.75,183.85,186.81,1267400.0,normal,2026-01-01T03:45:32.718123Z,2025-11-24
LDOS,1d,2025-11-21T00:00:00,186.31,189.54,185.55,186.49,1026058.0,normal,2026-01-01T03:45:32.718123Z,2025-11-21
LDOS,1d,2025-11-20T00:00:00,191.25,193.0,185.36,185.66,808746.0,normal,2026-01-01T03:45:32.718123Z,2025-11-20
LDOS,1d,2025-11-19T00:00:00,188.74,190.14,187.22,189.18,649800.0,normal,2026-01-01T03:45:32.718123Z,2025-11-19
LDOS,1d,2025-11-18T00:00:00,188.98,190.94,187.54,189.11,677700.0,normal,2026-01-01T03:45:32.718123Z,2025-11-18
LDOS,1d,2025-11-17T00:00:00,191.05,191.65,188.24,188.79,597000.0,normal,2026-01-01T03:45:32.718123Z,2025-11-17
LDOS,1d,2025-11-14T00:00:00,191.1,191.72,188.94,191.41,823402.0,normal,2026-01-01T03:45:32.718123Z,2025-11-14
LDOS,1d,2025-11-13T00:00:00,193.88,195.39,190.67,191.32,790145.0,normal,2026-01-01T03:45:32.718123Z,2025-11-13
LDOS,1d,2025-11-12T00:00:00,197.5,199.55,192.74,193.02,876220.0,normal,2026-01-01T03:45:32.718123Z,2025-11-12
LDOS,1d,2025-11-11T00:00:00,196.49,200.46,195.51,198.25,591881.0,normal,2026-01-01T03:45:32.718123Z,2025-11-11
LDOS,1d,2025-11-10T00:00:00,197.32,198.09,194.24,196.87,570341.0,normal,2026-01-01T03:45:32.718123Z,2025-11-10
LDOS,1d,2025-11-07T00:00:00,195.13,198.0,193.05,196.98,605700.0,normal,2026-01-01T03:45:32.718123Z,2025-11-07
