ticker,interval,ts,open,high,low,close,volume,trade_state,last_synced_at,date
CDW,1d,2025-12-15T00:00:00,146.44,146.44,142.99,144.88,1607728.0,normal,2026-01-01T03:40:12.745086Z,2025-12-15
CDW,1d,2025-12-12T00:00:00,150.09,150.61,144.52,144.93,1522118.0,normal,2026-01-01T03:40:12.745086Z,2025-12-12
CDW,1d,2025-12-11T00:00:00,148.59,150.0,146.82,149.86,1201000.0,normal,2026-01-01T03:40:12.745086Z,2025-12-11
CDW,1d,2025-12-10T00:00:00,146.56,150.2415,145.6,149.53999,949908.0,normal,2026-01-01T03:40:12.745086Z,2025-12-10
CDW,1d,2025-12-09T00:00:00,145.23,147.93,145.04,147.13,1112600.0,normal,2026-01-01T03:40:12.745086Z,2025-12-09
CDW,1d,2025-12-08T00:00:00,146.12,146.9,144.27,145.94,1574506.0,normal,2026-01-01T03:40:12.745086Z,2025-12-08
CDW,1d,2025-12-05T00:00:00,144.52,147.02,142.5,146.25,1262405.0,normal,2026-01-01T03:40:12.745086Z,2025-12-05
CDW,1d,2025-12-04T00:00:00,143.62,145.44,142.43,144.54,1420502.0,normal,2026-01-01T03:40:12.745086Z,2025-12-04
CDW,1d,2025-12-03T00:00:00,142.99,145.16,142.42,143.68,965610.0,normal,2026-01-01T03:40:12.745086Z,2025-12-03
CDW,1d,2025-12-02T00:00:00,143.44,144.79,141.93,144.16,932726.0,normal,2026-01-01T03:40:12.745086Z,2025-12-02
CDW,1d,2025-12-01T00:00:00,143.46,145.04,142.23,143.03,1160700.0,normal,2026-01-01T03:40:12.745086Z,2025-12-01
CDW,1d,2025-11-28T00:00:00,144.23,145.08,142.47,144.22,541500.0,normal,2026-01-01T03:40:12.745086Z,2025-11-28
CDW,1d,2025-11-26T00:00:00,143.23,145.39,142.39,144.4,1143826.0,normal,2026-01-01T03:40:12.745086Z,2025-11-26
CDW,1d,2025-11-25T00:00:00,143.87,144.97,142.3,143.23,1164019.0,normal,2026-01-01T03:40:12.745086Z,2025-11-25
CDW,1d,2025-11-24T00:00:00,140.9,142.47,139.47,141.92,1731300.0,normal,2026-01-01T03:40:12.745086Z,2025-11-24
CDW,1d,2025-11-21T00:00:00,136.62,142.41,135.63,140.2,2063062.0,normal,2026-01-01T03:40:12.745086Z,2025-11-21
CDW,1d,2025-11-20T00:00:00,141.66,142.15,135.92,136.64,1427319.0,normal,2026-01-01T03:40:12.745086Z,2025-11-20
CDW,1d,2025-11-19T00:00:00,139.49,140.44,138.08,139.71,1054690.0,normal,2026-01-01T03:40:12.745086Z,2025-11-19
CDW,1d,2025-11-18T00:00:00,140.04,141.76,138.69,139.81,1225200.0,normal,2026-01-01T03:40:12.745086Z,2025-11-18
CDW,1d,2025-11-17T00:00:00,144.75,144.99,138.8,140.24,1415931.0,normal,2026-01-01T03:40:12.745086Z,2025-11-17
CDW,1d,2025-11-14T00:00:00,145.57,149.33,144.48,145.08,1832624.0,normal,2026-01-01T03:40:12.745086Z,2025-11-14
CDW,1d,2025-11-13T00:00:00,146.02,150.35,146.02,146.75,1850643.0,normal,2026-01-01T03:40:12.745086Z,2025-11-13
CDW,1d,2025-11-12T00:00:00,143.52,148.04,143.29,147.39,1916227.0,normal,2026-01-01T03:40:12.745086Z,2025-11-12
CDW,1d,2025-11-11T00:00:00,143.53,144.01,140.98,142.67,1484100.0,normal,2026-01-01T03:40:12.745086Z,2025-11-11
