ticker,interval,ts,open,high,low,close,volume,trade_state,last_synced_at,date
EXPE,1d,2025-12-15T00:00:00,277.02,287.48,276.07,283.45,2158100.0,normal,2026-01-01T03:38:16.670696Z,2025-12-15
EXPE,1d,2025-12-12T00:00:00,281.49,282.53,273.77,274.21,1490300.0,normal,2026-01-01T03:38:16.670696Z,2025-12-12
EXPE,1d,2025-12-11T00:00:00,273.56,282.96,273.19,281.15,2309307.0,normal,2026-01-01T03:38:16.670696Z,2025-12-11
EXPE,1d,2025-12-10T00:00:00,263.25,275.4,262.375,274.07001,2227959.0,normal,2026-01-01T03:38:16.670696Z,2025-12-10
EXPE,1d,2025-12-09T00:00:00,264.41,265.41,261.03,261.27,1272300.0,normal,2026-01-01T03:38:16.670696Z,2025-12-09
EXPE,1d,2025-12-08T00:00:00,263.63,265.84,260.26,264.41,1824537.0,normal,2026-01-01T03:38:16.670696Z,2025-12-08
EXPE,1d,2025-12-05T00:00:00,260.02,266.06,258.51,263.43,1754300.0,normal,2026-01-01T03:38:16.670696Z,2025-12-05
EXPE,1d,2025-12-04T00:00:00,260.67,263.63,257.63,258.38,1817000.0,normal,2026-01-01T03:38:16.670696Z,2025-12-04
EXPE,1d,2025-12-03T00:00:00,263.93,266.0,260.57,262.42,1255900.0,normal,2026-01-01T03:38:16.670696Z,2025-12-03
EXPE,1d,2025-12-02T00:00:00,260.0,264.4,255.8,263.7,2654172.0,normal,2026-01-01T03:38:16.670696Z,2025-12-02
EXPE,1d,2025-12-01T00:00:00,254.5,259.38,253.34,258.95,1402388.0,normal,2026-01-01T03:38:16.670696Z,2025-12-01
EXPE,1d,2025-11-28T00:00:00,257.73,258.51,254.73,255.69,774100.0,normal,2026-01-01T03:38:16.670696Z,2025-11-28
EXPE,1d,2025-11-26T00:00:00,257.53,259.87,256.6,257.62,1246700.0,normal,2026-01-01T03:38:16.670696Z,2025-11-26
EXPE,1d,2025-11-25T00:00:00,251.67,258.83,250.52,258.14,3152600.0,normal,2026-01-01T03:38:16.670696Z,2025-11-25
EXPE,1d,2025-11-24T00:00:00,247.9,252.3,247.49,249.14,2912033.0,normal,2026-01-01T03:38:16.670696Z,2025-11-24
EXPE,1d,2025-11-21T00:00:00,238.76,248.95,237.69,247.49,4870513.0,normal,2026-01-01T03:38:16.670696Z,2025-11-21
EXPE,1d,2025-11-20T00:00:00,242.51,243.67,234.34,234.77,1894000.0,normal,2026-01-01T03:38:16.670696Z,2025-11-20
EXPE,1d,2025-11-19T00:00:00,240.77,244.13,238.02,239.96,2068330.0,normal,2026-01-01T03:38:16.670696Z,2025-11-19
