ticker,interval,ts,open,high,low,close,volume,trade_state,last_synced_at,date
NKE,1d,2025-12-15T00:00:00,67.41,68.35,66.69,67.78,15287500.0,normal,2026-01-01T03:39:08.405393Z,2025-12-15
NKE,1d,2025-12-12T00:00:00,68.17,69.14,67.12,67.47,14829228.0,normal,2026-01-01T03:39:08.405393Z,2025-12-12
NKE,1d,2025-12-11T00:00:00,65.83,67.82,65.56,67.74,16153544.0,normal,2026-01-01T03:39:08.405393Z,2025-12-11
NKE,1d,2025-12-10T00:00:00,63.98,66.15,63.66,65.785,14542326.0,normal,2026-01-01T03:39:08.405393Z,2025-12-10
NKE,1d,2025-12-09T00:00:00,63.51,63.95,62.97,63.33,9300188.0,normal,2026-01-01T03:39:08.405393Z,2025-12-09
NKE,1d,2025-12-08T00:00:00,65.6,65.8,63.27,63.54,12867334.0,normal,2026-01-01T03:39:08.405393Z,2025-12-08
NKE,1d,2025-12-05T00:00:00,65.7,66.08,64.88,65.86,10917935.0,normal,2026-01-01T03:39:08.405393Z,2025-12-05
NKE,1d,2025-12-04T00:00:00,65.6,66.1,65.01,65.69,10619500.0,normal,2026-01-01T03:39:08.405393Z,2025-12-04
NKE,1d,2025-12-03T00:00:00,65.08,66.66,64.98,65.65,12028300.0,normal,2026-01-01T03:39:08.405393Z,2025-12-03
NKE,1d,2025-12-02T00:00:00,65.45,65.47,64.58,64.93,9051200.0,normal,2026-01-01T03:39:08.405393Z,2025-12-02
NKE,1d,2025-12-01T00:00:00,63.77,65.99,63.58,65.39,12047300.0,normal,2026-01-01T03:39:08.405393Z,2025-12-01
NKE,1d,2025-11-28T00:00:00,64.47,64.78,63.97,64.63,4941400.0,normal,2026-01-01T03:39:08.405393Z,2025-11-28
NKE,1d,2025-11-26T00:00:00,63.5,64.86,62.97,64.33,13791000.0,normal,2026-01-01T03:39:08.405393Z,2025-11-26
NKE,1d,2025-11-25T00:00:00,62.34,64.12,61.87,63.68,11527200.0,normal,2026-01-01T03:39:08.405393Z,2025-11-25
NKE,1d,2025-11-24T00:00:00,62.51,63.07,61.93,61.93,16681700.0,normal,2026-01-01T03:39:08.405393Z,2025-11-24
NKE,1d,2025-11-21T00:00:00,62.01,63.5,61.54,62.8,12476917.0,normal,2026-01-01T03:39:08.405393Z,2025-11-21
NKE,1d,2025-11-20T00:00:00,62.95,63.83,61.41,61.43,13886600.0,normal,2026-01-01T03:39:08.405393Z,2025-11-20
NKE,1d,2025-11-19T00:00:00,62.43,63.22,62.01,62.64,11732125.0,normal,2026-01-01T03:39:08.405393Z,2025-11-19
NKE,1d,2025-11-18T00:00:00,62.4,62.76,61.68,62.49,14614639.0,normal,2026-01-01T03:39:08.405393Z,2025-11-18
NKE,1d,2025-11-17T00:00:00,63.07,63.54,62.26,62.9,17064700.0,normal,2026-01-01T03:39:08.405393Z,2025-11-17
NKE,1d,2025-11-14T00:00:00,64.94,65.06,63.75,64.17,17760100.0,normal,2026-01-01T03:39:08.405393Z,2025-11-14
NKE,1d,2025-11-13T00:00:00,65.71,66.26,64.88,66.03,21923604.0,normal,2026-01-01T03:39:08.405393Z,2025-11-13
NKE,1d,2025-11-12T00:00:00,64.1,65.19,63.74,64.2,14812200.0,normal,2026-01-01T03:39:08.405393Z,2025-11-12
NKE,1d,2025-11-11T00:00:00,61.73,63.6,61.24,63.15,17646400.0,normal,2026-01-01T03:39:08.405393Z,2025-11-11
NKE,1d,2025-11-10T00:00:00,61.75,62.09,60.49,60.8,13063100.0,normal,2026-01-01T03:39:08.405393Z,2025-11-10
NKE,1d,2025-11-07T00:00:00,61.74,62.18,60.29,61.09,15504800.0,normal,2026-01-01T03:39:08.405393Z,2025-11-07
NKE,1d,2025-11-06T00:00:00,61.88,62.48,61.67,61.89,15164633.0,normal,2026-01-01T03:39:08.405393Z,2025-11-06
NKE,1d,2025-11-05T00:00:00,61.28,62.85,60.86,62.11,20979812.0,normal,2026-01-01T03:39:08.405393Z,2025-11-05
