ticker,interval,ts,open,high,low,close,volume,trade_state,last_synced_at,date
PAYC,1d,2025-12-15T00:00:00,167.15,167.49,162.5,162.81,835048.0,normal,2026-01-01T03:39:13.016556Z,2025-12-15
PAYC,1d,2025-12-12T00:00:00,166.59,169.27,165.6,166.61,643737.0,normal,2026-01-01T03:39:13.016556Z,2025-12-12
PAYC,1d,2025-12-11T00:00:00,163.54,168.85,162.91,166.08,796646.0,normal,2026-01-01T03:39:13.016556Z,2025-12-11
PAYC,1d,2025-12-10T00:00:00,162.46,163.89,161.06,163.8,825503.0,normal,2026-01-01T03:39:13.016556Z,2025-12-10
PAYC,1d,2025-12-09T00:00:00,164.2,165.28,162.14,162.7,690336.0,normal,2026-01-01T03:39:13.016556Z,2025-12-09
PAYC,1d,2025-12-08T00:00:00,163.81,165.41,162.44,163.97,816681.0,normal,2026-01-01T03:39:13.016556Z,2025-12-08
PAYC,1d,2025-12-05T00:00:00,165.5,169.25,164.53,165.72,807844.0,normal,2026-01-01T03:39:13.016556Z,2025-12-05
PAYC,1d,2025-12-04T00:00:00,165.31,167.44,164.43,166.14,645178.0,normal,2026-01-01T03:39:13.016556Z,2025-12-04
PAYC,1d,2025-12-03T00:00:00,161.89,165.17,161.89,164.56,447911.0,normal,2026-01-01T03:39:13.016556Z,2025-12-03
PAYC,1d,2025-12-02T00:00:00,162.86,163.87,160.38,161.95,595019.0,normal,2026-01-01T03:39:13.016556Z,2025-12-02
PAYC,1d,2025-12-01T00:00:00,160.0,163.78,159.49,161.81,769516.0,normal,2026-01-01T03:39:13.016556Z,2025-12-01
PAYC,1d,2025-11-28T00:00:00,161.33,162.17,160.74,161.17,214500.0,normal,2026-01-01T03:39:13.016556Z,2025-11-28
PAYC,1d,2025-11-26T00:00:00,163.75,164.2,160.4,160.82,671601.0,normal,2026-01-01T03:39:13.016556Z,2025-11-26
PAYC,1d,2025-11-25T00:00:00,160.55,164.54,159.81,164.34,796618.0,normal,2026-01-01T03:39:13.016556Z,2025-11-25
PAYC,1d,2025-11-24T00:00:00,161.84,161.84,158.0,159.21,1054200.0,normal,2026-01-01T03:39:13.016556Z,2025-11-24
