symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,ret_pct
RMD,2017-01-24,2017-01-25,2017-03-09,69.5,70.78,0.00014533827483467773,0.018417266187050307,0.01841726618705053,0.010101010101010102,1.841726618705053
KLAC,2017-01-27,2017-01-30,2017-03-14,85.99,92.87,0.00011744404622409993,0.080009303407373,0.080009303407373,0.010099013534810353,8.0009303407373
AAPL,2017-02-01,2017-02-02,2017-03-17,31.99,35.0,0.00031564007047703757,0.0940919037199126,0.09409190371991238,0.010097325854560432,9.409190371991238
CLX,2017-02-03,2017-02-06,2017-03-21,125.52,137.51,8.048045812805844e-05,0.0955226258763544,0.0955226258763544,0.010101907104233894,9.55226258763544
ADBE,2017-03-17,2017-03-20,2017-05-02,126.99,135.0,7.97733615983956e-05,0.06307583274273565,0.06307583274273565,0.010130419189380258,6.307583274273565
ZTS,2017-05-04,2017-05-05,2017-06-19,58.76,63.03,0.00017251275002600971,0.07266848196051745,0.07266848196051745,0.010136849191528331,7.266848196051745
MTD,2017-05-05,2017-05-08,2017-06-20,543.19,592.9,1.8663978357812246e-05,0.09151493952392342,0.09151493952392342,0.010138086404180034,9.151493952392343
BR,2017-05-10,2017-05-11,2017-06-23,70.69,76.44,0.00014345166800184333,0.08134106662894336,0.08134106662894336,0.010140598411050304,8.134106662894336
DE,2017-05-19,2017-05-22,2017-07-05,122.08,125.6,8.312045117859527e-05,0.028833551769331445,0.028833551769331445,0.010147344679882911,2.8833551769331445
ULTA,2017-05-26,2017-05-30,2017-07-12,302.02,261.86,3.363111437543399e-05,-0.13297132640222487,-0.13297132640222487,0.010157269163668574,-13.297132640222486
COO,2017-06-02,2017-06-05,2017-07-18,59.84,63.3,0.00016993992135867618,0.05782085561497308,0.05782085561497308,0.010169204894103183,5.782085561497308
CCI,2017-07-19,2017-07-20,2017-08-31,98.7,108.44,0.0001029102865966479,0.09868287740628157,0.09868287740628179,0.010157245287089148,9.86828774062818
BA,2017-07-26,2017-07-27,2017-09-08,237.13,238.78,4.283784951391785e-05,0.006958208577573455,0.006958208577573455,0.01015813925523534,0.6958208577573455
XYL,2017-08-01,2017-08-02,2017-09-14,59.46,63.01,0.00017087994176236796,0.059704002690884606,0.059704002690884606,0.0101605213371904,5.9704002690884606
TDY,2017-08-03,2017-08-04,2017-09-18,148.62,158.25,6.836368058486236e-05,0.06479612434396453,0.06479612434396453,0.010160210208522244,6.479612434396453
ANET,2017-08-04,2017-08-07,2017-09-19,10.63,11.36,0.0009559447797976417,0.06867356538099711,0.06867356538099711,0.010161693009248933,6.8673565380997115
MCHP,2017-08-04,2017-08-07,2017-09-19,41.79,45.49,0.00024316087602892876,0.08853792773390778,0.08853792773390778,0.010161693009248933,8.85379277339078
CBOE,2017-08-07,2017-08-08,2017-09-20,94.27,106.4,0.00010782906388079425,0.12867296064495615,0.12867296064495615,0.010165045852042474,12.867296064495616
AMAT,2017-08-18,2017-08-21,2017-10-03,44.11,51.84,0.00023031581349586784,0.17524370890954444,0.17524370890954444,0.01015923053330273,17.524370890954444
MU,2017-09-28,2017-09-29,2017-11-10,37.98,44.78,0.00026922998694782344,0.17904160084254883,0.17904160084254883,0.010225354904278334,17.904160084254883
LW,2017-10-04,2017-10-05,2017-11-16,48.84,53.45,0.00020951044105994374,0.09438984438984432,0.09438984438984455,0.010232489941367653,9.438984438984455
UNH,2017-10-17,2017-10-18,2017-11-30,203.8,228.17,5.0233893869669565e-05,0.11957801766437681,0.11957801766437659,0.010237667570638658,11.957801766437658
IBKR,2017-10-18,2017-10-19,2017-12-01,12.19,14.52,0.0008402411210505178,0.19114027891714525,0.19114027891714525,0.010242539265605812,19.114027891714525
AVY,2017-10-25,2017-10-26,2017-12-08,103.5,113.73,9.901464121057632e-05,0.09884057971014504,0.09884057971014482,0.01024801536529465,9.884057971014482
CME,2017-10-26,2017-10-27,2017-12-11,135.89,152.71,7.543671906764499e-05,0.12377658400176639,0.12377658400176617,0.010251095754102277,12.377658400176617
ODFL,2017-10-26,2017-10-27,2017-12-11,39.33,42.87,0.0002606431668981001,0.09000762776506477,0.09000762776506477,0.010251095754102277,9.000762776506477
FSLR,2017-10-27,2017-10-30,2017-12-12,57.33,68.91,0.0001790324840797732,0.20198848770277333,0.20198848770277333,0.010263932312293398,20.198848770277333
SBAC,2017-10-31,2017-11-01,2017-12-14,157.25,165.8,6.528641877231778e-05,0.05437201907790157,0.054372019077901346,0.010266289351946971,5.437201907790135
QCOM,2017-11-02,2017-11-03,2017-12-18,54.76,65.38,0.00018773273348404596,0.19393718042366692,0.1939371804236667,0.010280244485586357,19.39371804236667
PODD,2017-11-03,2017-11-06,2017-12-19,69.44,69.55,0.00014822672469121817,0.0015841013824884342,0.0015841013824884342,0.01029286376255819,0.15841013824884342
NTAP,2017-11-16,2017-11-17,2018-01-03,53.03,57.07,0.00019446109675222436,0.0761832924759569,0.07618329247595712,0.010312271960770458,7.618329247595712
J,2017-11-21,2017-11-22,2018-01-08,53.7,56.21,0.00019242015029193732,0.04674115456238348,0.04674115456238348,0.010332962070677035,4.674115456238348
LULU,2017-12-07,2017-12-08,2018-01-24,72.48,79.2,0.00014320821632087644,0.0927152317880795,0.0927152317880795,0.010379731518937126,9.27152317880795
HAL,2018-01-22,2018-01-23,2018-03-07,56.63,45.83,0.00018347203986477149,-0.19071163694155047,-0.19071163694155047,0.01039002161754201,-19.071163694155047
MKC,2018-01-25,2018-01-26,2018-03-12,52.38,55.35,0.00019831459788637992,0.05670103092783507,0.05670103092783507,0.01038771863728858,5.670103092783507
NOC,2018-01-25,2018-01-26,2018-03-12,326.08,344.72,3.185635008982023e-05,0.05716388616290491,0.05716388616290513,0.01038771863728858,5.716388616290513
INTC,2018-01-26,2018-01-29,2018-03-13,49.6,51.78,0.00020956115418986474,0.0439516129032258,0.04395161290322558,0.010394233247817292,4.395161290322558
