,nav
2017-01-25,1.0000508683961922
2017-01-26,0.9998386745149336
2017-01-27,0.9998023399462249
2017-01-30,0.9997689265573159
2017-01-31,0.9996117862206468
2017-02-01,0.9996352596014828
2017-02-02,0.9998417422661071
2017-02-03,1.0000888033191555
2017-02-06,1.000043929727804
2017-02-07,1.0003781123116375
2017-02-08,1.0005288961796042
2017-02-09,1.0006333482566288
2017-02-10,1.0006322267357446
2017-02-13,1.0008914910619515
2017-02-14,1.0010556113237397
2017-02-15,1.001348177704528
2017-02-16,1.0016025611311181
2017-02-17,1.0019641505042598
2017-02-21,1.0024041286692318
2017-02-22,1.0024810472752872
2017-02-23,1.0022725466375069
2017-02-24,1.0024238498791864
2017-02-27,1.0024489211287384
2017-02-28,1.002474720677781
2017-03-01,1.0030125742413236
2017-03-02,1.002813910874483
2017-03-03,1.0027906231875685
2017-03-06,1.002711833309423
2017-03-07,1.0027155479703551
2017-03-08,1.0025793537585839
2017-03-09,1.0026418683355645
2017-03-10,1.0029234701112022
2017-03-13,1.0029035336147774
2017-03-14,1.002840637776839
2017-03-15,1.003039514670206
2017-03-16,1.0030029843759467
2017-03-17,1.0029114997486455
2017-03-20,1.0028508154261082
2017-03-21,1.0027559204806327
2017-03-22,1.0028468621128548
2017-03-23,1.0028995125315099
2017-03-24,1.0029657244216366
2017-03-27,1.0030095997705155
2017-03-28,1.003044700049619
2017-03-29,1.0031156983414415
2017-03-30,1.0031180915422895
2017-03-31,1.0031595736903205
2017-04-03,1.0031164960750574
2017-04-04,1.0031523940877767
2017-04-05,1.003140428083537
2017-04-06,1.0031611691575526
2017-04-07,1.0031667532928645
2017-04-10,1.0031619668911684
2017-04-11,1.0031452144852329
2017-04-12,1.0030997436691218
2017-04-13,1.0030734184597943
2017-04-17,1.0031484054196969
2017-04-18,1.003134046214609
2017-04-19,1.0031667532928645
2017-04-20,1.0032624813267825
2017-04-21,1.0032704586629424
2017-04-24,1.0033797481683322
2017-04-25,1.0034276121852912
2017-04-26,1.0033717708321723
2017-04-27,1.0034188371155153
2017-04-28,1.0034475555256908
2017-05-01,1.0035568450310806
2017-05-02,1.0035480699613049
2017-05-03,1.0035480699613049
2017-05-04,1.0035480699613049
2017-05-05,1.0036705540138233
2017-05-08,1.0035454972117914
2017-05-09,1.0037427887720594
2017-05-10,1.00391924269398
2017-05-11,1.0039077028781271
2017-05-12,1.0040369344755575
2017-05-15,1.0043515085041088
2017-05-16,1.0045798267455672
2017-05-17,1.0042578141200342
2017-05-18,1.0043234578030893
2017-05-19,1.0045871233084083
2017-05-22,1.0047762668756168
2017-05-23,1.005017818974541
2017-05-24,1.0053902494776001
2017-05-25,1.0055992253205595
2017-05-26,1.0055696472031888
2017-05-30,1.0055367112957019
2017-05-31,1.005767155851529
2017-06-01,1.0064067713182718
2017-06-02,1.0067512845162152
2017-06-05,1.0068146657733839
2017-06-06,1.0064634409254616
2017-06-07,1.0068051890238172
2017-06-08,1.0064741715793368
2017-06-09,1.0061022777596589
2017-06-12,1.005452212733977
2017-06-13,1.0059631985097355
2017-06-14,1.0058606437263438
2017-06-15,1.005972370492343
2017-06-16,1.0059588636354246
2017-06-19,1.0062778507010626
2017-06-20,1.0062136676090552
2017-06-21,1.0059359372335817
2017-06-22,1.0057922837418474
2017-06-23,1.0058721186205695
2017-06-26,1.006043621979786
2017-06-27,1.0055511527952836
2017-06-28,1.0057173403726059
2017-06-29,1.0053852298404127
2017-06-30,1.005672538779769
2017-07-03,1.005522576417925
2017-07-05,1.0055009936648462
2017-07-06,1.0052277608376436
2017-07-07,1.0056302069660787
2017-07-10,1.0054172917556081
2017-07-11,1.0050007628399498
2017-07-12,1.005342962725632
2017-07-13,1.0052800849547294
2017-07-14,1.0054466260776609
2017-07-17,1.0055146020462045
2017-07-18,1.0055672834218257
